no,name,brand,category,img,emoji,has_settings,inputs,outputs,func,ports_raw
947,PortaBrace Monitor Visor,PortaBrace,Kain Busa Penutup Layar Lapangan Monitor Siang Hari (Monitor Cover Sunshade),,🔧,0,Kain Nilon Hitam Kaku Terlipat Tenda Atas Samping Penutup Lebar Layar|LAN; Sabuk Bawah Lilit Layar Pengikat Papan Tali Pengunci Belakang Kuat|Other,,Topi kanopi lapangan layar memblokir terik silau matahari menyamping mengizinkan produser mengevaluasi kecerahan gambar adegan tanpa harus menutup kepala dengan jaket keringat,"Kain Nilon Hitam Kaku Terlipat Tenda Atas Samping Penutup Lebar Layar, Sabuk Bawah Lilit Layar Pengikat Papan Tali Pengunci Belakang Kuat"
948,Hosa CMP-153 Y Cable,Hosa,Kabel Pemisah Suara B Stereo Ke Mixer (Stereo Breakout Y-Cable),,🔧,0,Colokan 3.5mm Laki HP Komputer|Audio; Terbelah Menjadi Dua Ujung 1|Other; 4 Inci Kiri Kanan Mixer Laki Warna Merah Hitam Tanda Jalur Suara Terpisah Kiri Kanan|Other,,Kabel lidah ular memecah lagu dari laptop langsung menjadi jalur suara murni kiri dan kanan terpisah masuk ke dalam meja mixer menjamin penonton konser mendengarkan efek dentum yang lebar megah,"Colokan 3.5mm Laki HP Komputer, Terbelah Menjadi Dua Ujung 1, 4 Inci Kiri Kanan Mixer Laki Warna Merah Hitam Tanda Jalur Suara Terpisah Kiri Kanan"
949,Neewer 3-Roller Wall Mount,Neewer,Sistem Kerek Katrol Latar Belakang Dinding Studio (Manual Backdrop Roller),,🔧,0,Besi Segitiga Cengkram Baut Tembok Bor|Other; Rantai Plastik Tarik Tarikan Tangan Samping Kerek Roda Gigi Pemutar Pipa Kertas Kertas Gulung|LAN,,Sistem katrol layar bioskop menarik turunkan gulungan kertas warna warni raksasa dari langit langit studio hanya dengan tarikan ringan rantai memangkas waktu penggantian suasana warna set foto keluarga,"Besi Segitiga Cengkram Baut Tembok Bor, Rantai Plastik Tarik Tarikan Tangan Samping Kerek Roda Gigi Pemutar Pipa Kertas Kertas Gulung"
950,BongoTies Elastic Cable Ties,BongoTies,Tali Karet Pengaman Baterai Jepit Tambahan (Battery Rubber Strap),,🔧,0,Tali Gelang Karet Melar Putih Tebal Tahan Putus|LAN; Pasak Silinder Bambu Kayu Pengunci Putar Silang Ujung Tali Ikat Cepat Tarik Kuat Beban|LAN,,Gelang karet primitif paling ampuh sejuta umat memeluk baterai darurat dan kabel menjuntai ke leher tiang tripod tanpa resiko lepas jeprit mengamankan alat dalam ikatan kayu silang instan tanpa lem,"Tali Gelang Karet Melar Putih Tebal Tahan Putus, Pasak Silinder Bambu Kayu Pengunci Putar Silang Ujung Tali Ikat Cepat Tarik Kuat Beban"
951,Pelican 2460 LED Traffic Wand,Pelican,Lampu Tongkat Indikator Pengatur Arah Kendaraan Panggung (Traffic Wand),,🔧,0,Senter Tangan Gagang Hitam Ujung Pipa Plastik Merah Menyala|LAN; Lampu LED Sorot Tembus Pipa Pendaran Terang Sinyal Tangan Gerak Kiri Kanan Malam|LAN,,Tongkat lampu parkir pemandu truk logistik siaran mundur masuk merapat ke pintu bongkar muat stadion tanpa menabrak tiang tenda saat badai hujan malam hari persiapan konser merusak jarak pandang sopir,"Senter Tangan Gagang Hitam Ujung Pipa Plastik Merah Menyala, Lampu LED Sorot Tembus Pipa Pendaran Terang Sinyal Tangan Gerak Kiri Kanan Malam"
952,HoldFast Gear Money Maker,HoldFast,Sabuk Ransel Kamera Ganda Tali Bahu (Dual Camera Harness),/images_real/real_0913.jpg,🔧,0,Sabuk Tali Kulit Sapi Asli Silang X Punggung Belakang Keling Besi Cincin|LAN; Pengait Baja Tarik Klip Gantung Kiri Kanan Bawah Sisi Kamera Bebas Ayun Pinggul|LAN,,Baju zirah gaya koboi membagi berat dua kamera bersenjata lensa panjang rata ke punggung fotografer menjaga punggung tegak lurus dan kamera siap diangkat memotret aksi pernikahan dalam sepersekian detik,"Sabuk Tali Kulit Sapi Asli Silang X Punggung Belakang Keling Besi Cincin, Pengait Baja Tarik Klip Gantung Kiri Kanan Bawah Sisi Kamera Bebas Ayun Pinggul"
953,Tiffen 4-Point Star Filter,Tiffen,Filter Kaca Kamera Bintang Empat Titik (4-Point Star Filter),,🔧,0,Kaca Bening Ulir Lensa Kamera Garis Halus Kotak Silang|LAN; Merubah Titik Sumber Cahaya Terang Menjadi Siluet Bintang Tajam Sudut Empat Tanpa Ubah Warna Layar|Other,,Kacamata pesulap mengubah lampu sorot panggung dan pantulan matahari di air laut menjadi kilauan bintang dramatis empat sudut memperkuat kesan magis pertunjukan tanpa harus repot mengedit efek komputer,"Kaca Bening Ulir Lensa Kamera Garis Halus Kotak Silang, Merubah Titik Sumber Cahaya Terang Menjadi Siluet Bintang Tajam Sudut Empat Tanpa Ubah Warna Layar"
954,SmallRig Swivel Tilt Monitor Mount,SmallRig,Dudukan Engsel Penyangga Monitor Kecil Putar Lurus (Monitor Mount Pan Tilt),,🔧,0,Blok Besi Dudukan Sepatu Dingin Jepit Masuk Atas Kamera|Other; Engsel Kepala Baut Miring Kiri Kanan Maju Mundur Penyesuai Kunci Kenop L Samping Putar|Other,,Leher angsa besi berotot kawat menopang berat layar di atas kamera mengizinkan layarnya dilipat menunduk saat kamera diangkat tinggi atau diputar menghadap Host saat syuting video blog jalan jalan lari lari,"Blok Besi Dudukan Sepatu Dingin Jepit Masuk Atas Kamera, Engsel Kepala Baut Miring Kiri Kanan Maju Mundur Penyesuai Kunci Kenop L Samping Putar"
955,Neutrik PowerCON TRUE1 Cable,Neutrik,Kabel Ekstensi Konektor Daya Panggung Besar Listrik (PowerCON Extension),,🔧,0,Kabel Listrik Lapis Karet Hitam Tebal Panjang Tahan Guncang Lindas Tahan Air|Power; Kepala Colokan Kunci Putar Laki Betina Cincin Kuning Pengunci Aman Tarikan|Other,,Tali bensin energi tebal menyuapi listrik ke lampu panggung canggih di luar ruangan tidak akan lepas mati walau tersandung kaki penyanyi karena sistem kunci putar dan kebal disiram air hujan berkat karet segelnya,"Kabel Listrik Lapis Karet Hitam Tebal Panjang Tahan Guncang Lindas Tahan Air, Kepala Colokan Kunci Putar Laki Betina Cincin Kuning Pengunci Aman Tarikan"
956,Zacuto VCT Pro Shoulder Pad,Zacuto,Bantalan Penutup Pundak Pemikul Kamera Berat (Shoulder Pad Rig),,🔧,0,Bantalan Busa Karet Gel Tebal Ergonomis Lekuk Tulang Selangka Pundak Bawah|LAN; Plat Besi Dudukan Geser Rilis Kamera Di Atas Pengait Depan Belakang Panjang Kamera|Other,,Bantal pundak penyelamat tulang bahu kameramen memikul kamera baja seberat 15 kilogram seharian penuh memastikan hasil video jalan berjalan terasa mengayun lembut tanpa getaran tulang pundak yang sakit lelah,"Bantalan Busa Karet Gel Tebal Ergonomis Lekuk Tulang Selangka Pundak Bawah, Plat Besi Dudukan Geser Rilis Kamera Di Atas Pengait Depan Belakang Panjang Kamera"
957,Giottos Rocket Blower,Giottos,Sistem Pembersih Udara Blower Karet Tekanan Lensa (Rocket Air Blower),,🔧,0,Bola Karet Pemompa Angin Sirip Sayap Roket Berdiri Bawah Moncong Panjang Pipa Udara Sempit Mengerucut Ke Atas|LAN; Katup Penyedot Debu Filter Dasar Hindari Isap Balik|Other,,Peluru meriam angin manual genggam meledakkan badai udara murni menyapu kotoran debu bandel di atas sensor cermin kamera tanpa perlu menyentuh permukaannya dengan kain kasar yang bisa menggores lapisan kaca pelindung,"Bola Karet Pemompa Angin Sirip Sayap Roket Berdiri Bawah Moncong Panjang Pipa Udara Sempit Mengerucut Ke Atas, Katup Penyedot Debu Filter Dasar Hindari Isap Balik"
958,Kupo 5/8 Inch Reversible Spigot,Kupo,Adaptor Soket Dudukan Lampu Colokan Panggung Kaki Karet (Light Stand Spigot Adapter),,🔧,0,Besi Silinder Padat Emas Rata Tengah Ulir 1|Other; 4 Inci Sisi Bawah Ulir 3|Other; 8 Inci Sisi Atas Masuk|Other; Adaptor Masuk Lubang Tiang Stand Standar Pengunci Samping Jepit Keras Baut|Other,,Paku bumi besi kecil penyambung nyawa dua alat beda alam menyatukan lubang ulir mikrofon kecil agar bisa ditancapkan dengan kokoh ke tiang penyangga lampu panggung besar tanpa goyah dan tak kenal patah seumur hidup,"Besi Silinder Padat Emas Rata Tengah Ulir 1, 4 Inci Sisi Bawah Ulir 3, 8 Inci Sisi Atas Masuk, Adaptor Masuk Lubang Tiang Stand Standar Pengunci Samping Jepit Keras Baut"
959,Yaheetech 3-Tier Rolling Utility Cart,Yaheetech,Rak Troli Laci Berjalan Penyimpan Kabel Peralatan Alat (Rolling Equipment Cart),,🔧,0,Tiga Rak Susun Keranjang Besi Jaring Terbuka Udara Panas|Other; Roda Putar Bebas Segala Arah Tarikan Gagang Ujung Pipa Baja Solid Rem Berhenti Pengunci Pedal Kaki Pengaman Turunan Jalan|LAN,,Troli bengkel berjalan pembawa seratus rol lakban gulungan kabel berantakan dan tumpukan baterai berat mengelilingi set syuting mempermudah asisten berlarian menyuplai alat tepat waktu ke tangan kameramen tanpa bolak balik gudang,"Tiga Rak Susun Keranjang Besi Jaring Terbuka Udara Panas, Roda Putar Bebas Segala Arah Tarikan Gagang Ujung Pipa Baja Solid Rem Berhenti Pengunci Pedal Kaki Pengaman Turunan Jalan"
960,Antari S-500 Snow Machine,Antari,Mesin Pembuat Salju Buatan (Snow Machine),,🔧,0,Selang Semprot Panjang 10 Meter|LAN; Tangki Cairan 20 Liter|Other; Kontrol DMX 5-Pin Masuk Keluar|Other,,Penyembur busa ajaib pencipta badai salju musim dingin di tengah iklim tropis mengubah jalanan aspal panas menjadi hamparan putih romantis tanpa perlu terbang ke Eropa,"Selang Semprot Panjang 10 Meter, Tangki Cairan 20 Liter, Kontrol DMX 5-Pin Masuk Keluar"
961,Chauvet DJ Bubble King,Chauvet,Mesin Pembuat Gelembung Sabun (Bubble Machine),,🔧,0,Tangki Cairan Terbuka Lebar Atas|Other; Tiga Roda Tongkat Berputar|Other; Colokan Listrik Langsung|LAN,,Pabrik gelembung raksasa memuntahkan ribuan balon sabun transparan beterbangan ke udara dalam hitungan detik menciptakan suasana magis ceria pada adegan pesta anak atau video musik,"Tangki Cairan Terbuka Lebar Atas, Tiga Roda Tongkat Berputar, Colokan Listrik Langsung"
962,Le Maitre Pyroflash,Le,Alat Pemantik Api Portabel Efek Khusus (SFX Fire Igniter),,🔧,0,Terminal Kabel Jepit Ganda Tembaga|Other; Kunci Pengaman Putar Kunci|Other; Tombol Tembak Merah|Other,,Pemicu ledakan elektronik pengirim sinyal listrik pembakar kembang api panggung dari jarak jauh secara aman memunculkan kilat api kejutan tepat saat penyanyi rock meneriakkan nada tertinggi,"Terminal Kabel Jepit Ganda Tembaga, Kunci Pengaman Putar Kunci, Tombol Tembak Merah"
963,MaxxAir Pro Barrel Fan,MaxxAir,Kipas Penyedot Asap Ruangan (Smoke Exhaust Fan),,🔧,0,Kabel Daya Gulung Karet|Other; Roda Karet Besar Pendorong|Other; Baling Baja 30 Inci|Other,,Penyedot udara raksasa pembersih sisa kabut dan asap meriam dari dalam gudang studio tertutup mengembalikan jarak pandang jernih kru hanya dalam dua menit setelah adegan kebakaran selesai,"Kabel Daya Gulung Karet, Roda Karet Besar Pendorong, Baling Baja 30 Inci"
964,Kryolan Supreme Blood,Kryolan,Darah Palsu Kental Aman Tertelan (Stage Blood),,🔧,0,Botol Jerigen Plastik 1 Liter|Other; Cairan Merah Pekat Berbahan Dasar Gula Manis|Other,,Cairan merah kental hiper-realistis tiruan darah manusia yang aman masuk ke mulut aktor menciptakan efek luka sayat mengerikan atau tetesan hidung berdarah di film horor tanpa bahan kimia beracun,"Botol Jerigen Plastik 1 Liter, Cairan Merah Pekat Berbahan Dasar Gula Manis"
965,Eurotramp Mini Trampoline,Eurotramp,Papan Lontar Aktor Lenting (Trampette / Mini Trampoline),,🔧,0,Rangka Baja Pipa Bulat|LAN; Pegas Kawat Baja Tegangan Tinggi|Other; Kain Lontar Anyaman|Other,,Pijakan pegas pelontar rahasia yang disembunyikan di luar sorotan kamera memampukan pemeran pengganti melompat setinggi tiga meter melewati dinding benteng dengan gaya layaknya pahlawan super,"Rangka Baja Pipa Bulat, Pegas Kawat Baja Tegangan Tinggi, Kain Lontar Anyaman"
966,Tumbl Trak Pit Pillow,Tumbl,Matras Jatuh Pelindung Stunt (Crash Mat),,🔧,0,Busa Kepadatan Lembut Super Tebal 60cm|Other; Cover Kain Vinyl Anti Air Tahan Sobek|Other; Lubang Udara Sisi|Other,,Kasur raksasa penyelamat nyawa pendaratan darurat menyambut tubuh pemeran pengganti yang terjun bebas dari lantai dua gedung memastikan tulang mereka tidak patah saat menyentuh tanah aspal,"Busa Kepadatan Lembut Super Tebal 60cm, Cover Kain Vinyl Anti Air Tahan Sobek, Lubang Udara Sisi"
967,Petzl Volt Wind Harness,Petzl,Tali Kekang Keamanan Tarikan Aktor (Stunt Harness),,🔧,0,Sabuk Pinggang Paha Dada Lebar|Other; Cincin Baja Padat Tarik Depan Belakang|Other; Gesper Tarik Cepat Pengunci|Other,,Baju zirah tak kasat mata yang dikenakan di balik jaket aktor mengikat tubuh mereka ke kabel baja tipis (wire work) untuk adegan melayang di udara atau terseret ledakan dengan aman,"Sabuk Pinggang Paha Dada Lebar, Cincin Baja Padat Tarik Depan Belakang, Gesper Tarik Cepat Pengunci"
968,Loos & Co. Aircraft Cable,Loos,Kabel Baja Tipis Anti Terlihat (Stunt Wire),/images_real/real_0929.jpg,🔧,0,Gulungan Kawat Baja Stainless 1|Other; 16 Inci|Other; Jalinan Serat Logam Lentur|Other; Kekuatan Putus Ratusan Kilo|Other,,Benang laba laba baja super kuat yang menahan beban tubuh manusia di udara namun sangat tipis sehingga mudah dihilangkan oleh tim editor efek visual di komputer pascaproduksi,"Gulungan Kawat Baja Stainless 1, 16 Inci, Jalinan Serat Logam Lentur, Kekuatan Putus Ratusan Kilo"
969,Wichard Quick Release Shackle,Wichard,Alat Pelepas Tarikan Kabel Cepat (Quick Release Snap Shackle),,🔧,0,Cincin Tarik Pin Baja|Other; Engsel Buka Spontan Pegas Keras|LAN; Logam Cor Tahan Karat|Other,,Gembok gantungan baja pemicu adegan jatuh bebas melepaskan ikatan tali aktor secara instan hanya dengan satu tarikan ringan dari kru di saat momen dramatis tubuh terhempas ke bawah,"Cincin Tarik Pin Baja, Engsel Buka Spontan Pegas Keras, Logam Cor Tahan Karat"
970,Ben Nye Nose & Scar Wax,Ben,Pasta Lilin Pembuat Luka Palsu (Scar Wax),,🔧,0,Wadah Toples Plastik Kecil|Other; Pasta Lilin Elastis Warna Kulit Mudah Dibentuk Tangan|Other,,Tanah liat ajaib penata rias efek khusus untuk membentuk tonjolan tulang patah hidung bengkok atau luka sayat menonjol di wajah aktor menyatu sempurna dengan tekstur kulit asli,"Wadah Toples Plastik Kecil, Pasta Lilin Elastis Warna Kulit Mudah Dibentuk Tangan"
971,Mehron Squirt Blood Capsules,Mehron,Kapsul Darah Mulut Pecah (Blood Capsules),,🔧,0,Kapsul Gelatin Transparan Larut Air|Other; Berisi Cairan Merah Pahit Aman Ditelan|LAN,,Pil rahasia yang disembunyikan di balik gigi aktor dan digigit pecah saat adegan ditinju menghasilkan tetesan darah segar mengalir natural dari sudut bibir secara dramatis,"Kapsul Gelatin Transparan Larut Air, Berisi Cairan Merah Pahit Aman Ditelan"
972,Condor Cobweb Gun,Condor,Semprotan Pembuat Sarang Laba-Laba (Cobweb Spinner),/images_real/real_0933.jpg,🔧,0,Colokan Kompresor Udara Selang Karet|LAN; Lubang Semprotan Lem Cair Campuran Udara Bertekanan|Other,,Pistol penyembur lem karet tipis menembakkan benang benang putih ke sudut ruangan dan perabotan mengubah set ruangan bersih menjadi rumah hantu terbengkalai berusia ratusan tahun dalam sekejap,"Colokan Kompresor Udara Selang Karet, Lubang Semprotan Lem Cair Campuran Udara Bertekanan"
973,Luminara Flameless Candles,Luminara,Lilin Properti Tahan Lama (Prop Candles),,🔧,0,Baterai AA Internal|Other; Lampu LED Kuning Berkedip Magnetik|LAN; Bodi Lilin Asli Lapisan Luar|Other,,Lilin elektronik penipu mata yang bergoyang goyang persis seperti nyala api asli tidak akan pernah leleh habis tertiup angin membebaskan asisten dari tugas menyalakan ulang ratusan lilin di set gereja,"Baterai AA Internal, Lampu LED Kuning Berkedip Magnetik, Bodi Lilin Asli Lapisan Luar"
974,Hakko FA-430 Fume Extraction,Hakko,Kipas Pembuang Asap Dapur (Kitchen Set Fume Extractor),,🔧,0,Selang Pipa Lentur Arah Bebas|LAN; Kotak Blower Penyaring HEPA dan Karbon Aktif|Other; Tombol Sedot Kencang|Other,,Penyedot senyap penghilang asap putih dari masakan yang sedang direbus di adegan dapur mencegah asap tersebut menutupi wajah aktor dan membuat lensa kamera menjadi berkabut buram,"Selang Pipa Lentur Arah Bebas, Kotak Blower Penyaring HEPA dan Karbon Aktif, Tombol Sedot Kencang"
975,Zel Jel Fire Retardant,Zel,Gel Pendingin Anti Api Kulit (Fire Stunt Gel),,🔧,0,Ember Galon Plastik Besar|Other; Gel Bening Tebal Tahan Suhu Ekstrem Tinggi Air|Other,,Lendir pelindung ajaib dilumurkan ke seluruh lengan dan wajah pemeran pengganti mencegah kulit melepuh terbakar saat melakukan adegan tubuh dilalap api selama lima belas detik,"Ember Galon Plastik Besar, Gel Bening Tebal Tahan Suhu Ekstrem Tinggi Air"
976,Tonyko Fiberglass Fire Blanket,Tonyko,Pemadam Api Portabel Selimut (Fire Blanket),,🔧,0,Kantung Merah Dinding Tarikan Tali Hitam Bawah|LAN; Kain Serat Kaca Tahan Api Lebar Tebal|Power,,Jubah pelindung keselamatan darurat siap dilemparkan menutupi tubuh stuntman untuk memadamkan sisa api seketika setelah adegan berbahaya selesai tanpa menggunakan racun pemadam bubuk putih,"Kantung Merah Dinding Tarikan Tali Hitam Bawah, Kain Serat Kaca Tahan Api Lebar Tebal"
977,3M Peltor Optime III,3M,Alat Pelindung Telinga Ledakan (Ear Defenders),/images_real/real_0938.JPG,🔧,0,Bando Kepala Baja Pegas Karet|Other; Mangkuk Telinga Busa Bantalan Ganda Tebal Isolasi|LAN,,Pelindung gendang telinga menyelamatkan pendengaran kru kamera dan sutradara saat merekam adegan baku tembak senjata api kosong atau ledakan bom mobil dari jarak sangat dekat,"Bando Kepala Baja Pegas Karet, Mangkuk Telinga Busa Bantalan Ganda Tebal Isolasi"
978,Setwear Hot Leather Gloves,Setwear,Sarung Tangan Kulit Tahan Panas Kru Lampu (Gaffer Gloves),,🔧,0,Sarung Tangan Kulit Sapi Tebal Lentur|Other; Penutup Tali Velcro Pergelangan Kencang Tahan Suhu Ratusan Derajat|LAN,,Perisai telapak tangan menahan rasa melepuh mengizinkan teknisi mencabut lampu panggung yang mendidih membara segera setelah syuting selesai tanpa harus menunggu pendinginan satu jam,"Sarung Tangan Kulit Sapi Tebal Lentur, Penutup Tali Velcro Pergelangan Kencang Tahan Suhu Ratusan Derajat"
979,Undercover Pop-Up Camera Tent,Undercover,Tenda Pelindung Cuaca Kamera Raksasa (Camera Weather Tent),,🔧,0,Besi Rangka Lipat Tenda Payung Persegi|LAN; Kain Tembus Pandang Jendela Plastik Bening Anti Air|Other,,Gubuk darurat tahan badai membungkus kamera tripod dan kameramen sekaligus membiarkan mereka tetap memotret badai salju dari dalam ruangan kering tanpa takut alat miliaran rupiah mati korslet,"Besi Rangka Lipat Tenda Payung Persegi, Kain Tembus Pandang Jendela Plastik Bening Anti Air"
980,MovinCool Climate Pro,MovinCool,Pendingin Udara Portabel Tenda (Portable AC Spot Cooler),,🔧,0,Pipa Cerobong Udara Panas Atas Tembok|LAN; Selang Belalai Gajah Udara Dingin Lurus Arah|LAN; Colokan Daya Listrik Besar|Power,,Mesin pembeku udara menyemburkan angin kutub langsung ke arah aktor yang menggunakan kostum monster berbulu tebal mencegah mereka pingsan kepanasan di bawah terik lampu studio,"Pipa Cerobong Udara Panas Atas Tembok, Selang Belalai Gajah Udara Dingin Lurus Arah, Colokan Daya Listrik Besar"
981,Hotronic FootWarmer,Hotronic,Alas Kaki Pemanas Karet (Heated Insoles),,🔧,0,Kabel Pipih Menjuntai Ke Baterai Sabuk Betis|LAN; Bantalan Tipis Pemanas Telapak Kaki Tiga Level Suhu|LAN,,Sol sepatu penyelamat nyawa kameramen dokumenter alam liar menjaga telapak kaki tidak mati rasa membeku saat harus berdiri diam di atas salju tebal selama lima jam menunggu kemunculan serigala,"Kabel Pipih Menjuntai Ke Baterai Sabuk Betis, Bantalan Tipis Pemanas Telapak Kaki Tiga Level Suhu"
982,Specialist ID Breakaway Lanyard,Specialist,Gantungan ID Card Kru Lanyard Kuat (Crew Lanyard),,🔧,0,Tali Kain Tenun Lebar|Other; Pengait Logam Putar Bawah|Other; Klip Plastik Tarikan Lepas Darurat Belakang Leher|LAN,,Kalung identitas wajib panggung dilengkapi fitur terlepas otomatis jika tali tak sengaja tersangkut masuk ke dalam baling baling kipas mesin menyelamatkan leher kru dari resiko tercekik mematikan,"Tali Kain Tenun Lebar, Pengait Logam Putar Bawah, Klip Plastik Tarikan Lepas Darurat Belakang Leher"
983,Presco Barricade Tape,Presco,Pita Barikade Peringatan Area Syuting (Caution Tape),,🔧,0,Gulungan Plastik Lebar Merah Kuning Cerah|Other; Cetakan Tinta Hitam Tulisan Awas Syuting Berlangsung Tidak Tembus Air|LAN,,Garis batas polisi membentang mengelilingi taman kota melarang keras warga sipil pejalan kaki masuk melintas masuk merusak frame adegan aktor yang sedang menangis di bangku taman,"Gulungan Plastik Lebar Merah Kuning Cerah, Cetakan Tinta Hitam Tulisan Awas Syuting Berlangsung Tidak Tembus Air"
984,Cortina Safety Cones,Cortina,Kerucut Lalu Lintas Syuting Jalanan (Traffic Cones),,🔧,0,Plastik PVC Oranye Lentur Tinggi 70cm|Other; Pita Reflektif Ganda Menyala Kena Lampu Malam|Other,,Pilar pembatas jalan pengaman jalur mobil syuting yang ditaruh berbaris membelokkan mobil warga agar tidak menabrak rombongan truk alat film yang sedang parkir membongkar muatan di pinggir jalan tol,"Plastik PVC Oranye Lentur Tinggi 70cm, Pita Reflektif Ganda Menyala Kena Lampu Malam"
